"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL3957573";"";"None";"455.58";"0";"3.87";"393";"COc1cc(/C=C/C(=O)NC(NC(=S)Nc2ccccc2C)C2CC2)cc(OC)c1OC";"GI";"'='";"87.4";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3854282";"Potentiation of lapatinib-induced growth inhibition of human BT474 cells at 10 uM after 72 hrs by cell titer-glo based luminescence assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BT-474";"None";"";"";"";"CHEMBL614529";"BT-474";"Homo sapiens";"CELL-LINE";"CHEMBL3853294";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3307636";"";"";""
"CHEMBL3940160";"";"None";"351.48";"0";"3.54";"389";"O=C(/C=C/c1ccccc1)NC(NC(=S)Nc1ccccc1)C1CC1";"Activity";"'<'";"1.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL3854280";"Potentiation of lapatinib-induced growth inhibition of human BT474 cells assessed as coefficient of drug interaction after 72 hrs by cell titer-glo based luminescence assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BT-474";"None";"";"";"";"CHEMBL614529";"BT-474";"Homo sapiens";"CELL-LINE";"CHEMBL3853294";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3307636";"";"";""
"CHEMBL3925883";"";"None";"365.50";"0";"3.85";"397";"Cc1ccccc1NC(=S)NC(NC(=O)/C=C/c1ccccc1)C1CC1";"Activity";"'<'";"1.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL3854280";"Potentiation of lapatinib-induced growth inhibition of human BT474 cells assessed as coefficient of drug interaction after 72 hrs by cell titer-glo based luminescence assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BT-474";"None";"";"";"";"CHEMBL614529";"BT-474";"Homo sapiens";"CELL-LINE";"CHEMBL3853294";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3307636";"";"";""
"CHEMBL1096634";"GSK-943949A";"None";"447.50";"0";"2.28";"26";"CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OC[C@H](N)c3ccccc3)cc21";"IC50";"'='";"2100.0";"nM";"5.68";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1109956";"Antiproliferative activity against human BT474 cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BT-474";"None";"";"";"";"CHEMBL614529";"BT-474";"Homo sapiens";"CELL-LINE";"CHEMBL1157000";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3307636";"";"";""
"CHEMBL1098423";"MERULINS B";"None";"270.32";"0";"0.97";"2";"CC1(C)CCC(=O)[C@H]2OO[C@@H]3C[C@]21CC[C@@]3(O)CO";"IC50";"'>'";"10.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1112989";"Cytotoxicity against human BT474 cells by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BT-474";"None";"";"";"";"CHEMBL614529";"BT-474";"Homo sapiens";"CELL-LINE";"CHEMBL1157761";"1";"Scientific Literature";"J Nat Prod";"2010";"CHEMBL3307636";"";"";""
"CHEMBL550023";"";"None";"530.43";"2";"5.11";"34m";"CCNC(=O)c1cc2c(-c3cc(OCCN4CCC(F)(F)CC4)c(Cl)cc3Cl)nc(N)nc2s1";"Activity";"";"";"";"";"";"Active";"";"";"";"";"";"0";"CHEMBL1027806";"Induction of Hsp72 protein expression in human BT474 cells at 2 times GI50 after 24 hrs by Western immunoblotting";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BT-474";"None";"";"";"";"CHEMBL614529";"BT-474";"Homo sapiens";"CELL-LINE";"CHEMBL1158486";"1";"Scientific Literature";"J Med Chem";"2009";"CHEMBL3307636";"";"";""
"CHEMBL555136";"";"None";"440.31";"0";"2.86";"34g";"CCNC(=O)c1cc2c(-c3cc(OCC(N)=O)c(Cl)cc3Cl)nc(N)nc2s1";"Activity";"";"";"";"";"";"Active";"";"";"";"";"";"0";"CHEMBL1028590";"Reduction of HER2 protein expression in human BT474 cells at 4 times GI50 after 24 hrs by Western immunoblotting";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BT-474";"None";"";"";"";"CHEMBL614529";"BT-474";"Homo sapiens";"CELL-LINE";"CHEMBL1158486";"1";"Scientific Literature";"J Med Chem";"2009";"CHEMBL3307636";"";"";""
"CHEMBL160303";"";"None";"555.69";"2";"5.35";"3";"CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc5c(cnn5Cc5ccccc5)c4)c3c2)cs1";"Therapeutic index";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL743493";"Compound was tested in vivo for tumor inhibition in BT474 in mice";"F";"BAO_0000218";"organism-based format";"None";"None";"None";"BT-474";"None";"";"";"";"CHEMBL614529";"BT-474";"Homo sapiens";"CELL-LINE";"CHEMBL1136583";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"CHEMBL3307636";"";"";""
"CHEMBL295316";"PLUMBAGIN";"1.0";"188.18";"0";"1.72";"1, Plumbagin";"CC1=CC(=O)c2c(O)cccc2C1=O";"Activity";"";"";"";"";"";"Dose-dependent effect";"";"";"";"";"";"0";"CHEMBL2049347";"Induction of apoptosis in Her2-overexpressing human BT474 cells assessed as increase in caspase activity after 6 hrs by fluorescence analysis";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BT-474";"None";"";"";"";"CHEMBL614529";"BT-474";"Homo sapiens";"CELL-LINE";"CHEMBL2046307";"1";"Scientific Literature";"J Nat Prod";"2012";"CHEMBL3307636";"";"";""
"CHEMBL2048912";"";"None";"522.03";"2";"5.08";"51m";"CC(C)(N)C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21";"GI50";"'='";"2.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2050652";"Growth inhibition of human BT474 cells overexpressing HER2 gene after 5 days";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BT-474";"None";"";"";"";"CHEMBL614529";"BT-474";"Homo sapiens";"CELL-LINE";"CHEMBL2046372";"1";"Scientific Literature";"J Med Chem";"2012";"CHEMBL3307636";"";"";""
"CHEMBL1201179";"LAPATINIB DITOSYLATE";"4.0";"943.49";"2";"6.14";"1, Tykerb";"CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.Cc1ccc(S(=O)(=O)O)cc1.Cc1ccc(S(=O)(=O)O)cc1.O";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1686144";"Antiproliferative activity against human BT474 cells by methylene blue staining method";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BT-474";"None";"";"";"";"CHEMBL614529";"BT-474";"Homo sapiens";"CELL-LINE";"CHEMBL1681756";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3307636";"";"";""
"CHEMBL180022";"NERATINIB";"4.0";"557.05";"2";"5.93";"4, HKI-272";"CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C";"Activity";"'='";"0.835";"";"";"";"";"";"";"";"";"";"0";"CHEMBL967633";"Cytotoxicity against human BT474 cells assessed as fraction of viable cells after 72 hrs relative to control";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BT-474";"None";"";"";"";"CHEMBL614529";"BT-474";"Homo sapiens";"CELL-LINE";"CHEMBL1149823";"1";"Scientific Literature";"Proc Natl Acad Sci U S A";"2007";"CHEMBL3307636";"";"";""
"CHEMBL554";"LAPATINIB";"4.0";"581.07";"2";"6.14";"Lapatinib";"CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1";"Activity";"'='";"84.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3389987";"Induction of cell cycle arrest in human BT474 cells assessed as accumulation at G1 phase at 1 uM incubated for 12 hrs by propidium iodide staining based flow cytometry (Rvb = 67%)";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BT-474";"None";"";"";"";"CHEMBL614529";"BT-474";"Homo sapiens";"CELL-LINE";"CHEMBL3352165";"1";"Scientific Literature";"Eur J Med Chem";"2014";"CHEMBL3307636";"";"";""
"CHEMBL554";"LAPATINIB";"4.0";"581.07";"2";"6.14";"Lapatinib";"CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1";"Activity";"'='";"11.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3390553";"Induction of cell cycle arrest in human BT474 cells assessed as accumulation at G2/M phase at 10 uM incubated for 12 hrs by propidium iodide staining based flow cytometry (Rvb = 14%)";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BT-474";"None";"";"";"";"CHEMBL614529";"BT-474";"Homo sapiens";"CELL-LINE";"CHEMBL3352165";"1";"Scientific Literature";"Eur J Med Chem";"2014";"CHEMBL3307636";"";"";""
"CHEMBL3337629";"";"None";"269.77";"0";"2.00";"3";"COc1ccc2c(c1)C(=O)C(CN(C)C)CC2.Cl";"Activity";"";"";"";"";"";"Active";"";"";"";"";"";"0";"CHEMBL3384255";"Cytotoxicity against human BT474 cells at 1.6 to 100 ug/ml after 72 hrs by crystal violet assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BT-474";"None";"";"";"";"CHEMBL614529";"BT-474";"Homo sapiens";"CELL-LINE";"CHEMBL3351493";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"CHEMBL3307636";"";"";""
"CHEMBL1301346";"";"None";"253.77";"0";"2.75";"9";"Cl.O=C(CCN1CCCCC1)c1ccccc1";"Activity";"";"";"";"";"";"Active";"";"";"";"";"";"0";"CHEMBL3384255";"Cytotoxicity against human BT474 cells at 1.6 to 100 ug/ml after 72 hrs by crystal violet assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BT-474";"None";"";"";"";"CHEMBL614529";"BT-474";"Homo sapiens";"CELL-LINE";"CHEMBL3351493";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"CHEMBL3307636";"";"";""
"CHEMBL3337746";"";"None";"158.20";"0";"2.29";"18b";"C=C1Cc2cc(C)ccc2C1=O";"Activity";"";"";"";"";"";"Active";"";"";"";"";"";"0";"CHEMBL3384255";"Cytotoxicity against human BT474 cells at 1.6 to 100 ug/ml after 72 hrs by crystal violet assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BT-474";"None";"";"";"";"CHEMBL614529";"BT-474";"Homo sapiens";"CELL-LINE";"CHEMBL3351493";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"CHEMBL3307636";"";"";""
"CHEMBL3310151";"";"None";"435.46";"0";"2.07";"17";"CN1CCN(c2cc(F)c3c(c2)nc(Cc2ccc4c(c2)OCO4)n2nc(N)nc32)CC1";"IC50";"'='";"2050.0";"nM";"5.69";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3381045";"Induction of Her2 degradation in human BT474 cells assessed as inhibition of signal by immunocytochemistry";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BT-474";"None";"";"";"";"CHEMBL614529";"BT-474";"Homo sapiens";"CELL-LINE";"CHEMBL3352169";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"CHEMBL3307636";"";"";""
"CHEMBL3344216";"";"None";"595.10";"2";"6.65";"2i";"CN(C)[C@H](CS(C)(=O)=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1";"Activity";"'='";"77.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3389979";"Induction of cell cycle arrest in human BT474 cells assessed as accumulation at G1 phase at 0.01 uM incubated for 12 hrs by propidium iodide staining based flow cytometry (Rvb = 67%)";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BT-474";"None";"";"";"";"CHEMBL614529";"BT-474";"Homo sapiens";"CELL-LINE";"CHEMBL3352165";"1";"Scientific Literature";"Eur J Med Chem";"2014";"CHEMBL3307636";"";"";""
"CHEMBL1668322";"";"None";"258.27";"0";"2.47";"3";"C[C@H]1OC2=C(C(=O)c3ccc(O)cc3C2=O)C1(C)C";"IC50";"'='";"4900.0";"nM";"5.31";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1671275";"Cytotoxicity against human BT474 cells after 24 hrs";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BT-474";"None";"";"";"";"CHEMBL614529";"BT-474";"Homo sapiens";"CELL-LINE";"CHEMBL1667721";"1";"Scientific Literature";"J Nat Prod";"2011";"CHEMBL3307636";"";"";""
"CHEMBL3093135";"";"None";"370.40";"0";"3.18";"37";"COc1ccc2c(c1O)C[C@@H]1C=C[C@@]2(c2cc(OC)c(OC)c(OC)c2)O1";"IC50";"'='";"10.9";"nM";"7.96";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3096885";"Cytotoxicity against human BT474 cells assessed as cell viability after 4 days by MTS assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BT-474";"None";"";"";"";"CHEMBL614529";"BT-474";"Homo sapiens";"CELL-LINE";"CHEMBL3091388";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"CHEMBL3307636";"";"";""
"CHEMBL3935852";"";"None";"463.64";"0";"4.01";"405";"COc1cc(/C=C/C(=O)NC(NC(=S)NC2CCCCC2)C(C)(C)C)cc(OC)c1OC";"GI";"'='";"87.3";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3854282";"Potentiation of lapatinib-induced growth inhibition of human BT474 cells at 10 uM after 72 hrs by cell titer-glo based luminescence assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BT-474";"None";"";"";"";"CHEMBL614529";"BT-474";"Homo sapiens";"CELL-LINE";"CHEMBL3853294";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3307636";"";"";""
