"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL457133";"";"None";"452.56";"1";"5.37";"16";"CC(C)(C)c1ccc(Cn2nc(-c3ccccc3)cc2C(=O)N/N=C/c2ccccc2O)cc1";"IC50";"'='";"5780.0";"nM";"5.24";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1104583";"Cytotoxicity against human NCI-H1299 cells after 48 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H1299";"None";"";"";"";"CHEMBL612255";"NCI-H1299";"Homo sapiens";"CELL-LINE";"CHEMBL1157031";"1";"Scientific Literature";"Eur J Med Chem";"2010";"CHEMBL3308501";"";"";""
"CHEMBL3967383";"";"None";"297.41";"0";"1.70";"2";"CN(CCN)CCNCc1nccc2c1[nH]c1ccccc12";"Activity";"";"";"";"";"";"Active";"";"";"";"";"";"0";"CHEMBL3855705";"Induction of autophagy in human NCI-H1299 cells transfected with GFP-LC3 assessed as increase in LC3-2 level at 20 uM after 24 hr by DAPI staining based immunofluorescence assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H1299";"None";"";"";"";"CHEMBL612255";"NCI-H1299";"Homo sapiens";"CELL-LINE";"CHEMBL3853347";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"CHEMBL3308501";"";"";""
"CHEMBL181650";"";"None";"505.73";"1";"3.69";"80";"CN[C@H](C(=O)N[C@H](C(=O)N(C)[C@H](/C=C(\C)C(=O)O)C(C)C)C(C)(C)SC)C(C)(C)c1ccccc1";"IC50";"'='";"15.8";"nM";"7.80";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL834561";"Inhibitory concentration against NCI-H1299 cells was evaluated";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H1299";"None";"";"";"";"CHEMBL612255";"NCI-H1299";"Homo sapiens";"CELL-LINE";"CHEMBL1138753";"1";"Scientific Literature";"J Med Chem";"2004";"CHEMBL3308501";"";"";""
"CHEMBL428647";"PACLITAXEL";"4.0";"853.92";"2";"3.74";"Placlitaxel (TAXOL)";"CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O";"IC50";"'='";"37.7";"nM";"7.42";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL834561";"Inhibitory concentration against NCI-H1299 cells was evaluated";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H1299";"None";"";"";"";"CHEMBL612255";"NCI-H1299";"Homo sapiens";"CELL-LINE";"CHEMBL1138753";"1";"Scientific Literature";"J Med Chem";"2004";"CHEMBL3308501";"";"";""
"CHEMBL493978";"";"None";"572.54";"2";"8.68";"24d";"Cc1ccc(Nc2c3ccccc3nc3c(C)cccc23)cc1NC(=O)Nc1ccc(N(CCCl)CCCl)cc1";"Activity";"'='";"39.2";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL954879";"Induction of DNA interstrand cross linking in 20 Gy irradiated human H1299 cells at 10 uM after 1 hr by comet assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H1299";"None";"";"";"";"CHEMBL612255";"NCI-H1299";"Homo sapiens";"CELL-LINE";"CHEMBL1150326";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"CHEMBL3308501";"";"";""
"CHEMBL2086807";"";"None";"295.25";"0";"1.42";"5e";"O=C(/C=C/c1ccc(O)c(O)c1)OC/C=C/CO[N+](=O)[O-]";"IC50";"'='";"410.0";"nM";"6.39";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2091956";"Cytotoxicity against human NCI-H1299 cells after 72 hrs by alamar blue assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H1299";"None";"";"";"";"CHEMBL612255";"NCI-H1299";"Homo sapiens";"CELL-LINE";"CHEMBL2086326";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"CHEMBL3308501";"";"";""
"CHEMBL356066";"DACINOSTAT";"-1.0";"379.46";"0";"2.72";"9";"O=C(/C=C/c1ccc(CN(CCO)CCc2c[nH]c3ccccc23)cc1)NO";"IC50";"'='";"150.0";"nM";"6.82";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL684691";"Inhibitory activity against H1299 human lung carcinoma cell growth";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H1299";"None";"";"";"";"CHEMBL612255";"NCI-H1299";"Homo sapiens";"CELL-LINE";"CHEMBL1145132";"1";"Scientific Literature";"J Med Chem";"2003";"CHEMBL3308501";"";"";""
"CHEMBL112009";"";"None";"512.65";"2";"7.06";"2j";"COc1ccc(CSc2cccc3c2C(=O)c2cccc(SCc4ccc(OC)cc4)c2C3=O)cc1";"Relative SEAP activity";"'='";"88.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL688228";"Compound was tested for human telomerase reverse transcriptase-SEAP (hTERT-SEAP) activity in non-small cell lung cancer H1299 cell at 220.0 uM concentration";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H1299";"None";"";"";"";"CHEMBL612255";"NCI-H1299";"Homo sapiens";"CELL-LINE";"CHEMBL1144896";"1";"Scientific Literature";"J Med Chem";"2003";"CHEMBL3308501";"";"";""
"CHEMBL219789";"";"None";"444.52";"0";"3.89";"23";"NCc1nn[nH]c1-c1ccc2c(-c3cc4cc(CN5CCC(F)CC5)ccc4[nH]3)n[nH]c2c1";"EC50";"'='";"610.0";"nM";"6.21";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL855122";"Release of NCI-H1299 cells from DNA damage-induced cell cycle arrest by CEA";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H1299";"None";"";"";"";"CHEMBL612255";"NCI-H1299";"Homo sapiens";"CELL-LINE";"CHEMBL1139742";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"CHEMBL3308501";"";"";""
"CHEMBL1094022";"";"None";"384.77";"0";"4.19";"1o";"O=C(Oc1ccc(Cl)cc1OC(=O)c1ccc(O)cc1)c1ccc(O)cc1";"Inhibition";"'='";"79.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1116031";"Inhibition of basal glucose transport in human H1299 cells assessed as inhibition of [3H]2-deoxyglucose uptake at 30 uM after 30 mins by scintillation counting relative to control";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H1299";"None";"";"";"";"CHEMBL612255";"NCI-H1299";"Homo sapiens";"CELL-LINE";"CHEMBL1156294";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3308501";"";"";""
"CHEMBL1094021";"";"None";"380.35";"0";"3.54";"1n";"COc1cccc(OC(=O)c2ccc(O)cc2)c1OC(=O)c1ccc(O)cc1";"Inhibition";"'='";"86.5";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1116031";"Inhibition of basal glucose transport in human H1299 cells assessed as inhibition of [3H]2-deoxyglucose uptake at 30 uM after 30 mins by scintillation counting relative to control";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H1299";"None";"";"";"";"CHEMBL612255";"NCI-H1299";"Homo sapiens";"CELL-LINE";"CHEMBL1156294";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3308501";"";"";""
"CHEMBL1091772";"";"None";"408.41";"0";"4.15";"7d";"COc1cccc(C(=O)Oc2cccc(OC)c2OC(=O)c2cccc(OC)c2)c1";"Inhibition";"'='";"32.1";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1116031";"Inhibition of basal glucose transport in human H1299 cells assessed as inhibition of [3H]2-deoxyglucose uptake at 30 uM after 30 mins by scintillation counting relative to control";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H1299";"None";"";"";"";"CHEMBL612255";"NCI-H1299";"Homo sapiens";"CELL-LINE";"CHEMBL1156294";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3308501";"";"";""
"CHEMBL220002";"";"None";"373.80";"0";"3.59";"5b";"N#Cc1ncc2nc1OCCCCCOc1ccc(Cl)cc1NC(=O)N2";"EC50";"'='";"2700.0";"nM";"5.57";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL913832";"Inhibition of accumulation of H1299 cells in G2/M phase in presence of doxorubicin by FACS assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H1299";"None";"";"";"";"CHEMBL612255";"NCI-H1299";"Homo sapiens";"CELL-LINE";"CHEMBL1142994";"1";"Scientific Literature";"J Med Chem";"2007";"CHEMBL3308501";"";"";""
"CHEMBL3797947";"";"None";"464.30";"0";"0.44";"EAG";"C=C(CC)C(=O)c1ccc(OCC(=O)N[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2O)c(Cl)c1Cl";"Activity";"";"";"";"";"";"Active";"";"";"";"";"";"0";"CHEMBL3800900";"Increase in p21'cip1 protein expression in p53 deficient human H1299 cells at 10 to 40 uM by Western blot method";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H1299";"None";"";"";"";"CHEMBL612255";"NCI-H1299";"Homo sapiens";"CELL-LINE";"CHEMBL3797027";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"CHEMBL3308501";"";"";""
"CHEMBL3797947";"";"None";"464.30";"0";"0.44";"EAG";"C=C(CC)C(=O)c1ccc(OCC(=O)N[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2O)c(Cl)c1Cl";"Imax";"'='";"58.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3804669";"Reduction in cellular total thiol levels in human H1299 cells at 40 uM incubated for 3 hrs by Ellman's reagent based assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H1299";"None";"";"";"";"CHEMBL612255";"NCI-H1299";"Homo sapiens";"CELL-LINE";"CHEMBL3797027";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"CHEMBL3308501";"";"";""
"CHEMBL2071195";"";"None";"325.38";"0";"1.04";"11";"Cn1cc(Nc2nccc(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n2)cn1";"EC15";"'='";"93.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2073501";"Cell cycle arrest in human NCI-H1299 cells assessed as induction of polyploidy after 48 hrs by Hoechst staining-based fluorescence microscopic analysis";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H1299";"None";"";"";"";"CHEMBL612255";"NCI-H1299";"Homo sapiens";"CELL-LINE";"CHEMBL2069252";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"CHEMBL3308501";"";"";""
"CHEMBL373897";"";"None";"388.82";"0";"3.17";"5f";"N#Cc1ncc2nc1OCCCCCOc1cc(N)c(Cl)cc1NC(=O)N2";"EC50";"'='";"7600.0";"nM";"5.12";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL915377";"Accumulation of H1299 cells in G2/M phase measured as cell cycle arrest by FACS assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H1299";"None";"";"";"";"CHEMBL612255";"NCI-H1299";"Homo sapiens";"CELL-LINE";"CHEMBL1142994";"1";"Scientific Literature";"J Med Chem";"2007";"CHEMBL3308501";"";"";""
"CHEMBL193401";"";"None";"382.37";"0";"2.66";"1i";"COc1cc(OC)c2c(c1)OC(N)=C(C#N)C2c1cc(OC)c2c(c1)OCO2";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL883719";"Effective concentration against human non-small cell lung cancer H1299 cells inducing apoptosis activity was measured by using cell and caspase-based HTS assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H1299";"None";"";"";"";"CHEMBL612255";"NCI-H1299";"Homo sapiens";"CELL-LINE";"CHEMBL1140397";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"CHEMBL3308501";"";"";""
"CHEMBL196568";"";"None";"366.33";"0";"2.37";"1l";"COc1cc(C2C(C#N)=C(N)Oc3cc4c(cc32)OCO4)cc2c1OCO2";"EC50";"'='";"270.0";"nM";"6.57";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL883719";"Effective concentration against human non-small cell lung cancer H1299 cells inducing apoptosis activity was measured by using cell and caspase-based HTS assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H1299";"None";"";"";"";"CHEMBL612255";"NCI-H1299";"Homo sapiens";"CELL-LINE";"CHEMBL1140397";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"CHEMBL3308501";"";"";""
"CHEMBL364477";"";"None";"417.26";"0";"2.85";"2i";"COc1cc(C2C(C#N)=C(N)Oc3c2ccc(N)c3N)cc(Br)c1OC";"GI50";"'='";"31.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL884475";"Growth inhibitory activity against human non-small cell lung cancer H1299 cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H1299";"None";"";"";"";"CHEMBL612255";"NCI-H1299";"Homo sapiens";"CELL-LINE";"CHEMBL1140397";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"CHEMBL3308501";"";"";""
"CHEMBL249237";"";"None";"413.52";"0";"3.68";"49";"NCCc1cc2cc[nH]c(=O)c2c2cc(-c3ccc(CN4CCOCC4)cc3)ccc12";"EC50";"'='";"130.0";"nM";"6.89";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL924432";"Inhibition of camptothecin induced mitotic arrest in human NCI-H1299 cells after 18 hrs";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H1299";"None";"";"";"";"CHEMBL612255";"NCI-H1299";"Homo sapiens";"CELL-LINE";"CHEMBL1140535";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308501";"";"";""
"CHEMBL247026";"";"None";"311.32";"0";"3.20";"32";"COc1cc2c(cc1OC)-c1n[nH]c(-c3ccc(F)nc3)c1C2";"EC50";"'='";"680.0";"nM";"6.17";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL923943";"Inhibition of doxorubicin-induced cell cycle arrest at G2/M phase in H1299 cells by FACS";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H1299";"None";"";"";"";"CHEMBL612255";"NCI-H1299";"Homo sapiens";"CELL-LINE";"CHEMBL1140466";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308501";"";"";""
"CHEMBL4086883";"";"None";"389.45";"0";"3.84";"10c";"COc1ccc2c(c1)O[C@H](C)[C@H]1C=C(C=O)[C@@H](C)[C@]3(C(=O)Nc4ccccc43)[C@H]21";"IC50";"'>'";"30000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4001653";"Antiproliferative activity against human NCI-H1299 cells after 48 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H1299";"None";"";"";"";"CHEMBL612255";"NCI-H1299";"Homo sapiens";"CELL-LINE";"CHEMBL4000211";"1";"Scientific Literature";"Eur J Med Chem";"2017";"CHEMBL3308501";"";"";""
"CHEMBL229109";"";"None";"467.32";"0";"4.24";"2g";"COc1cc(C2C(C#N)=C(N)Oc3c2ccc2nc(C)c(C)nc32)cc(Br)c1OC";"EC50";"'='";"2720.0";"nM";"5.57";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL904977";"Apoptosis inducing activity in human H1299 cells by caspase activation assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H1299";"None";"";"";"";"CHEMBL612255";"NCI-H1299";"Homo sapiens";"CELL-LINE";"CHEMBL1143677";"1";"Scientific Literature";"J Med Chem";"2007";"CHEMBL3308501";"";"";""
"CHEMBL228997";"";"None";"377.40";"0";"3.41";"4b";"COc1cc(C2C(C#N)=C(N)Oc3c2ccc2cc[nH]c32)cc(OC)c1OC";"EC50";"'='";"180.0";"nM";"6.75";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL904977";"Apoptosis inducing activity in human H1299 cells by caspase activation assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H1299";"None";"";"";"";"CHEMBL612255";"NCI-H1299";"Homo sapiens";"CELL-LINE";"CHEMBL1143677";"1";"Scientific Literature";"J Med Chem";"2007";"CHEMBL3308501";"";"";""
"CHEMBL388797";"";"None";"317.35";"0";"3.39";"3d";"COc1cccc(C2C(C#N)=C(N)Oc3c2ccc2[nH]ccc32)c1";"EC50";"'='";"66.0";"nM";"7.18";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL904977";"Apoptosis inducing activity in human H1299 cells by caspase activation assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H1299";"None";"";"";"";"CHEMBL612255";"NCI-H1299";"Homo sapiens";"CELL-LINE";"CHEMBL1143677";"1";"Scientific Literature";"J Med Chem";"2007";"CHEMBL3308501";"";"";""
"CHEMBL229329";"";"None";"389.41";"0";"3.48";"6b";"COc1cc(C2C(C#N)=C(N)Oc3c2ccc2cnccc32)cc(OC)c1OC";"EC50";"'='";"440.0";"nM";"6.36";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL904977";"Apoptosis inducing activity in human H1299 cells by caspase activation assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H1299";"None";"";"";"";"CHEMBL612255";"NCI-H1299";"Homo sapiens";"CELL-LINE";"CHEMBL1143677";"1";"Scientific Literature";"J Med Chem";"2007";"CHEMBL3308501";"";"";""
"CHEMBL3355530";"";"None";"457.93";"0";"4.21";"22";"CN1CCCc2cc(Nc3ncc4c(=O)n(-c5ccccc5Cl)c5nccn5c4n3)ccc21";"EC50";"'='";"9300.0";"nM";"5.03";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3372985";"Cytotoxicity against human NCI-H1299 cells assessed as cell viability after 72 hrs by CellTiterGlo assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H1299";"None";"";"";"";"CHEMBL612255";"NCI-H1299";"Homo sapiens";"CELL-LINE";"CHEMBL3352079";"1";"Scientific Literature";"ACS Med Chem Lett";"2015";"CHEMBL3308501";"";"";""
"CHEMBL3355535";"";"None";"504.96";"1";"3.72";"27";"CN1CCN(c2ccc(Nc3ncc4c(=O)n(-c5c(F)cccc5Cl)c5nccn5c4n3)cc2)CC1";"EC50";"'='";"450.0";"nM";"6.35";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3372985";"Cytotoxicity against human NCI-H1299 cells assessed as cell viability after 72 hrs by CellTiterGlo assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H1299";"None";"";"";"";"CHEMBL612255";"NCI-H1299";"Homo sapiens";"CELL-LINE";"CHEMBL3352079";"1";"Scientific Literature";"ACS Med Chem Lett";"2015";"CHEMBL3308501";"";"";""
