"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL1224308";"";"None";"321.40";"0";"1.97";"(R)-37";"CN1[C@H](COCc2ccc3ccccc3c2)COCS1(=O)=O";"Activity";"'='";"81.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1225443";"Cytotoxicity against human SKBR3 cells assessed as cell viability at 6.25 uM after 72 hrs by MTS assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SK-BR-3";"None";"";"";"";"CHEMBL613834";"SK-BR-3";"Homo sapiens";"CELL-LINE";"CHEMBL1221316";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3308062";"";"";""
"CHEMBL1224156";"";"None";"347.44";"0";"2.39";"(R)-25";"O=S1(=O)COC[C@@H](COCc2ccccc2)N1Cc1ccccc1";"Activity";"'='";"82.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1225444";"Cytotoxicity against human SKBR3 cells assessed as cell viability at 12.5 uM after 72 hrs by MTS assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SK-BR-3";"None";"";"";"";"CHEMBL613834";"SK-BR-3";"Homo sapiens";"CELL-LINE";"CHEMBL1221316";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3308062";"";"";""
"CHEMBL1224234";"";"None";"361.42";"0";"2.03";"(R)-31";"O=C(OC[C@@H]1COCS(=O)(=O)N1Cc1ccccc1)c1ccccc1";"Activity";"'='";"98.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1225444";"Cytotoxicity against human SKBR3 cells assessed as cell viability at 12.5 uM after 72 hrs by MTS assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SK-BR-3";"None";"";"";"";"CHEMBL613834";"SK-BR-3";"Homo sapiens";"CELL-LINE";"CHEMBL1221316";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3308062";"";"";""
"CHEMBL1224503";"";"None";"353.30";"0";"1.54";"4";"O=C(NC/C=C\Cn1cc(C(F)(F)F)c(=O)[nH]c1=O)c1ccccc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1225727";"Cytotoxicity against human SK-BR-3 cells after 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SK-BR-3";"None";"";"";"";"CHEMBL613834";"SK-BR-3";"Homo sapiens";"CELL-LINE";"CHEMBL1221337";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"CHEMBL3308062";"";"";""
"CHEMBL1224573";"";"None";"302.31";"0";"0.95";"9";"Nc1ccn(C/C=C\CNC(=O)c2ccc(F)cc2)c(=O)n1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1225727";"Cytotoxicity against human SK-BR-3 cells after 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SK-BR-3";"None";"";"";"";"CHEMBL613834";"SK-BR-3";"Homo sapiens";"CELL-LINE";"CHEMBL1221337";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"CHEMBL3308062";"";"";""
"CHEMBL190654";"";"None";"421.48";"0";"2.07";"28d";"CCCCn1c(S(=O)(=O)c2cc(OC)c(OC)c(OC)c2)nc2c(N)ncnc21";"IC50";"'='";"85800.0";"nM";"4.07";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL834754";"Inhibitory concentration against SKBr3 cell line";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SK-BR-3";"None";"";"";"";"CHEMBL613834";"SK-BR-3";"Homo sapiens";"CELL-LINE";"CHEMBL1143602";"1";"Scientific Literature";"J Med Chem";"2005";"CHEMBL3308062";"";"";""
"CHEMBL1224232";"";"None";"365.43";"0";"2.53";"(R)-29";"O=S1(=O)COC[C@@H](COCc2ccc(F)cc2)N1Cc1ccccc1";"Activity";"'='";"99.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1225446";"Cytotoxicity against human SKBR3 cells assessed as cell viability at 50 uM after 72 hrs by MTS assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SK-BR-3";"None";"";"";"";"CHEMBL613834";"SK-BR-3";"Homo sapiens";"CELL-LINE";"CHEMBL1221316";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3308062";"";"";""
"CHEMBL1224085";"";"None";"257.31";"0";"0.48";"(R)-17";"O=S1(=O)COC[C@@H](COCc2ccccc2)N1";"Activity";"'='";"16.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1225447";"Cytotoxicity against human SKBR3 cells assessed as cell viability at 100 uM after 72 hrs by MTS assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SK-BR-3";"None";"";"";"";"CHEMBL613834";"SK-BR-3";"Homo sapiens";"CELL-LINE";"CHEMBL1221316";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3308062";"";"";""
"CHEMBL268863";"";"None";"388.42";"0";"2.16";"1";"C=C(C)[C@H]1C/C2=C(\C(=O)OC)[C@@H]3O[C@@](C)(CC3=O)C[C@@H]3C=C(C(=O)O3)[C@H](C1)O2";"GI50";"'='";"6400.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL925353";"Cytotoxicity against human SK-BR3 cells after 72 hrs";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SK-BR-3";"None";"";"";"";"CHEMBL613834";"SK-BR-3";"Homo sapiens";"CELL-LINE";"CHEMBL1141262";"1";"Scientific Literature";"J Nat Prod";"2007";"CHEMBL3308062";"";"";""
"CHEMBL249667";"";"None";"444.52";"0";"3.74";"3, epimer";"C=C(C)[C@H]1C/C2=C(\C(=O)OC)C(OC(C)CC)C(=O)/C=C(\C)C[C@@H]3C=C(C(=O)O3)[C@H](C1)O2";"GI50";"'='";"580.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL925353";"Cytotoxicity against human SK-BR3 cells after 72 hrs";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SK-BR-3";"None";"";"";"";"CHEMBL613834";"SK-BR-3";"Homo sapiens";"CELL-LINE";"CHEMBL1141262";"1";"Scientific Literature";"J Nat Prod";"2007";"CHEMBL3308062";"";"";""
"CHEMBL1171538";"";"None";"337.38";"1";"5.84";"27";"O=c1cc(Nc2cccc3ccccc23)c2ccc3ccccc3c2o1";"ED50";"'='";"0.32";"uM";"";"";"";"UO_0000064";"";"";"";"";"0";"CHEMBL1175748";"Cytotoxicity against human SK-BR-3 cells after 72 hrs by SRB assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SK-BR-3";"None";"";"";"";"CHEMBL613834";"SK-BR-3";"Homo sapiens";"CELL-LINE";"CHEMBL1177814";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3308062";"";"";""
"CHEMBL1170539";"";"None";"301.35";"0";"5.00";"21";"Cc1ccccc1Nc1cc(=O)oc2c1ccc1ccccc12";"ED50";"'='";"1.6";"uM";"";"";"";"UO_0000064";"";"";"";"";"0";"CHEMBL1175748";"Cytotoxicity against human SK-BR-3 cells after 72 hrs by SRB assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SK-BR-3";"None";"";"";"";"CHEMBL613834";"SK-BR-3";"Homo sapiens";"CELL-LINE";"CHEMBL1177814";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3308062";"";"";""
"CHEMBL1171544";"";"None";"312.33";"0";"2.38";"14";"CON(C)C(=O)CNc1cc(=O)oc2c1ccc1ccccc12";"ED50";"'='";"4.5";"uM";"";"";"";"UO_0000064";"";"";"";"";"0";"CHEMBL1175748";"Cytotoxicity against human SK-BR-3 cells after 72 hrs by SRB assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SK-BR-3";"None";"";"";"";"CHEMBL613834";"SK-BR-3";"Homo sapiens";"CELL-LINE";"CHEMBL1177814";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3308062";"";"";""
"CHEMBL1172620";"";"None";"225.25";"0";"2.99";"9";"CNc1cc(=O)oc2c1ccc1ccccc12";"ED50";"'>'";"30.0";"uM";"";"";"";"UO_0000064";"";"";"";"";"0";"CHEMBL1175748";"Cytotoxicity against human SK-BR-3 cells after 72 hrs by SRB assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SK-BR-3";"None";"";"";"";"CHEMBL613834";"SK-BR-3";"Homo sapiens";"CELL-LINE";"CHEMBL1177814";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3308062";"";"";""
"CHEMBL1224500";"";"None";"285.30";"0";"0.52";"1";"O=C(NC/C=C\Cn1ccc(=O)[nH]c1=O)c1ccccc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1225727";"Cytotoxicity against human SK-BR-3 cells after 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SK-BR-3";"None";"";"";"";"CHEMBL613834";"SK-BR-3";"Homo sapiens";"CELL-LINE";"CHEMBL1221337";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"CHEMBL3308062";"";"";""
"CHEMBL1778035";"";"None";"506.07";"2";"5.20";"11b";"CN1CCN(C(=S)SCCCOc2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)CC1";"IC50";"'='";"8130.0";"nM";"5.09";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1781397";"Antiproliferative activity against ErbB2 overexpressing human SK-BR-3 cells by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SK-BR-3";"None";"";"";"";"CHEMBL613834";"SK-BR-3";"Homo sapiens";"CELL-LINE";"CHEMBL1777671";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3308062";"";"";""
"CHEMBL407864";"";"None";"911.15";"2";"9.03";"DMT003084";"CCCCCCN(C(=O)CCCCCN1C(=O)NC(c2ccc(C(C)(C)C)cc2)C(C(=O)OCc2ccccc2)=C1C)C(C(=O)NCCCC)c1ccc(OCC(=O)OC)c(C(=O)OC)c1";"GI50";"'='";"29000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL936577";"Antiproliferative activity against human SK-BR3 cells after 96 hrs by MTS assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SK-BR-3";"None";"";"";"";"CHEMBL613834";"SK-BR-3";"Homo sapiens";"CELL-LINE";"CHEMBL1143913";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"CHEMBL3308062";"";"";""
"CHEMBL258512";"";"None";"951.13";"2";"9.07";"DMT003104";"CCCCNC(=O)C(c1ccc(OCC(=O)OC)c(C(=O)OC)c1)N(CCc1ccccc1)C(=O)CCCCCN1C(=O)NC(c2ccc(-c3ccccc3)cc2)C(C(=O)OCc2ccccc2)=C1C";"GI50";"'='";"32000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL936577";"Antiproliferative activity against human SK-BR3 cells after 96 hrs by MTS assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SK-BR-3";"None";"";"";"";"CHEMBL613834";"SK-BR-3";"Homo sapiens";"CELL-LINE";"CHEMBL1143913";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"CHEMBL3308062";"";"";""
"CHEMBL1224755";"";"None";"276.34";"0";"3.70";"A1";"O=C1/C(=C/c2ccncc2)CCC/C1=C\c1ccncc1";"IC50";"'='";"200.0";"nM";"6.70";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1228532";"Cytotoxicity against human SKBR3 cells after 72 hrs by SRB assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SK-BR-3";"None";"";"";"";"CHEMBL613834";"SK-BR-3";"Homo sapiens";"CELL-LINE";"CHEMBL1221392";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"CHEMBL3308062";"";"";""
"CHEMBL1224773";"";"None";"469.53";"0";"3.72";"B10";"COc1cc(/C=C2\CN(C)C/C(=C\c3cc(OC)c(OC)c(OC)c3)C2=O)cc(OC)c1OC";"IC50";"'='";"400.0";"nM";"6.40";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1228532";"Cytotoxicity against human SKBR3 cells after 72 hrs by SRB assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SK-BR-3";"None";"";"";"";"CHEMBL613834";"SK-BR-3";"Homo sapiens";"CELL-LINE";"CHEMBL1221392";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"CHEMBL3308062";"";"";""
"CHEMBL1224781";"";"None";"409.48";"0";"3.70";"B12";"COc1ccc(OC)c(/C=C2\CN(C)C/C(=C\c3cc(OC)ccc3OC)C2=O)c1";"IC50";"'='";"1100.0";"nM";"5.96";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1228532";"Cytotoxicity against human SKBR3 cells after 72 hrs by SRB assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SK-BR-3";"None";"";"";"";"CHEMBL613834";"SK-BR-3";"Homo sapiens";"CELL-LINE";"CHEMBL1221392";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"CHEMBL3308062";"";"";""
"CHEMBL92961";"";"None";"480.41";"1";"5.20";"10e";"CC(C)N(CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)C(C)C";"IC50";"'='";"4.0";"nM";"8.40";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL806366";"Inhibition of cell growth of SKBr3 cell lines using cell-based assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SK-BR-3";"None";"";"";"";"CHEMBL613834";"SK-BR-3";"Homo sapiens";"CELL-LINE";"CHEMBL1134561";"1";"Scientific Literature";"J Med Chem";"2001";"CHEMBL3308062";"";"";""
"CHEMBL590305";"";"None";"340.29";"0";"2.82";"31c";"CC(=O)Oc1cc(O)c2c(=O)c(-c3ccc4c(c3)OCO4)coc2c1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1072827";"Antiproliferative activity against human SKBR3 cells after 72 hrs by MTS/PMS assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SK-BR-3";"None";"";"";"";"CHEMBL613834";"SK-BR-3";"Homo sapiens";"CELL-LINE";"CHEMBL1157681";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"CHEMBL3308062";"";"";""
"CHEMBL591957";"";"None";"261.23";"0";"1.68";"25a";"CC(=O)Nc1coc2cc(OC(C)=O)ccc2c1=O";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1072827";"Antiproliferative activity against human SKBR3 cells after 72 hrs by MTS/PMS assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SK-BR-3";"None";"";"";"";"CHEMBL613834";"SK-BR-3";"Homo sapiens";"CELL-LINE";"CHEMBL1157681";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"CHEMBL3308062";"";"";""
"CHEMBL590778";"";"None";"275.26";"0";"1.99";"25c";"CC(=O)Nc1coc2c(C)c(OC(C)=O)ccc2c1=O";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1072827";"Antiproliferative activity against human SKBR3 cells after 72 hrs by MTS/PMS assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SK-BR-3";"None";"";"";"";"CHEMBL613834";"SK-BR-3";"Homo sapiens";"CELL-LINE";"CHEMBL1157681";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"CHEMBL3308062";"";"";""
"CHEMBL1099068";"";"None";"286.33";"0";"3.45";"5";"COc1ccc(O)c2c1C(=O)C=C(CCC=C(C)C)C2=O";"IC50";"'='";"2200.0";"nM";"5.66";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1116335";"Cytotoxicity against human SKBR3 cells after 48 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SK-BR-3";"None";"";"";"";"CHEMBL613834";"SK-BR-3";"Homo sapiens";"CELL-LINE";"CHEMBL1157130";"1";"Scientific Literature";"J Nat Prod";"2010";"CHEMBL3308062";"";"";""
"CHEMBL1172501";"";"None";"349.35";"0";"3.06";"9a";"COc1ccc(-c2cn(-c3cc4ccc(O)c(C)c4oc3=O)nn2)cc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1174372";"Antiproliferative activity against human ER deficient SKBR3 cells over expressing HER2";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SK-BR-3";"None";"";"";"";"CHEMBL613834";"SK-BR-3";"Homo sapiens";"CELL-LINE";"CHEMBL1177761";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3308062";"";"";""
"CHEMBL1171005";"";"None";"495.53";"0";"2.21";"6c";"CO[C@@H]1[C@@H](O)[C@@H](O)[C@H](Oc2ccc3c(c2C)OC(=O)C(n2cc(-c4ccccc4)nn2)C3)OC1(C)C";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1174372";"Antiproliferative activity against human ER deficient SKBR3 cells over expressing HER2";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SK-BR-3";"None";"";"";"";"CHEMBL613834";"SK-BR-3";"Homo sapiens";"CELL-LINE";"CHEMBL1177761";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3308062";"";"";""
"CHEMBL1172500";"";"None";"355.30";"0";"3.33";"8a";"Cc1c(O)ccc2cc(-n3cc(-c4ccc(F)cc4F)nn3)c(=O)oc12";"IC50";"'='";"34180.0";"nM";"4.47";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1174372";"Antiproliferative activity against human ER deficient SKBR3 cells over expressing HER2";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SK-BR-3";"None";"";"";"";"CHEMBL613834";"SK-BR-3";"Homo sapiens";"CELL-LINE";"CHEMBL1177761";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3308062";"";"";""
"CHEMBL1169915";"";"None";"631.68";"2";"3.89";"11c";"COc1cccc(-c2cc(-c3cn(C4Cc5ccc(O[C@@H]6OC(C)(C)[C@H](OC)[C@@H](O)[C@H]6O)c(C)c5OC4=O)nn3)ccc2OC)c1";"IC50";"'='";"21220.0";"nM";"4.67";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1174372";"Antiproliferative activity against human ER deficient SKBR3 cells over expressing HER2";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SK-BR-3";"None";"";"";"";"CHEMBL613834";"SK-BR-3";"Homo sapiens";"CELL-LINE";"CHEMBL1177761";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3308062";"";"";""
