"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL458312";"ANOLIGNAN C";"None";"284.36";"0";"4.18";"5, anolignan C";"C[C@@H]1[C@H](C)[C@H](c2ccc(O)cc2)O[C@@H]1c1ccc(O)cc1";"ED50";"'='";"6.1";"ug ml-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1014059";"Cytotoxicity against human ZR-75-1 cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"ZR-75-1";"None";"";"";"";"CHEMBL614393";"ZR-75-1";"Homo sapiens";"CELL-LINE";"CHEMBL1148040";"1";"Scientific Literature";"J Nat Prod";"1994";"CHEMBL3307615";"";"";""
"CHEMBL498913";"THALIFABERINE";"None";"696.84";"2";"7.06";"6";"COc1cc2c(cc1OC)[C@H](Cc1ccc(Oc3c4c(cc(OC)c3OC)-c3c(OC)c(OC)c(OC)c5c3[C@H](C4)N(C)CC5)cc1)N(C)CC2";"ED50";"'='";"3.7";"ug ml-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1018278";"Cytotoxicity against human ZR-75-1 cells after 3 days by SRB assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"ZR-75-1";"None";"";"";"";"CHEMBL614393";"ZR-75-1";"Homo sapiens";"CELL-LINE";"CHEMBL1148074";"1";"Scientific Literature";"J Nat Prod";"1994";"CHEMBL3307615";"";"";""
"CHEMBL458700";"";"None";"344.36";"0";"0.24";"7";"CCCC[C@H](OC(C)=O)[C@@H](O)[C@H](O)[C@@H]1OC(=O)C=C[C@@H]1OC(C)=O";"ED50";"'='";"6.2";"ug ml-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1018312";"Cytotoxicity against human ZR-75-1 cells after 72 hrs by sulforhodamine B assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"ZR-75-1";"None";"";"";"";"CHEMBL614393";"ZR-75-1";"Homo sapiens";"CELL-LINE";"CHEMBL1147356";"1";"Scientific Literature";"J Nat Prod";"1993";"CHEMBL3307615";"";"";""
"CHEMBL455892";"";"None";"324.33";"0";"1.06";"16";"CC(=O)O[C@@H](C)[C@@H](/C=C/[C@@H]1O[C@@H]1[C@H]1CC=CC(=O)O1)OC(C)=O";"ED50";"'='";"4.7";"ug ml-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1018312";"Cytotoxicity against human ZR-75-1 cells after 72 hrs by sulforhodamine B assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"ZR-75-1";"None";"";"";"";"CHEMBL614393";"ZR-75-1";"Homo sapiens";"CELL-LINE";"CHEMBL1147356";"1";"Scientific Literature";"J Nat Prod";"1993";"CHEMBL3307615";"";"";""
"CHEMBL483649";"SALASPERMIC ACID";"None";"472.71";"1";"6.65";"4";"C[C@@H]1[C@@]23CC[C@H]4[C@@](C)(CC[C@@]5(C)[C@@H]6C[C@](C)(C(=O)O)CC[C@]6(C)CC[C@]45C)[C@@H]2CC[C@@]1(O)OC3";"ED50";"'>'";"20.0";"ug ml-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1006948";"Cytotoxicity against human ZR-75-1 cells after 72 hrs by sulforhodamine B assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"ZR-75-1";"None";"";"";"";"CHEMBL614393";"ZR-75-1";"Homo sapiens";"CELL-LINE";"CHEMBL1149023";"1";"Scientific Literature";"J Nat Prod";"1994";"CHEMBL3307615";"";"";""
"CHEMBL1773339";"";"None";"511.53";"1";"3.55";"6c";"COc1cc([C@@H]2c3cc4c(cc3[C@@H](OC(=O)NCC3CC3)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC";"GI50";"'='";"190.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1775266";"Growth inhibition of human ZR-75-1 cells after 48 hrs by sulforhodamine B assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"ZR-75-1";"None";"";"";"";"CHEMBL614393";"ZR-75-1";"Homo sapiens";"CELL-LINE";"CHEMBL1773058";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"CHEMBL3307615";"";"";""
"CHEMBL374407";"";"None";"250.25";"0";"4.00";"3";"Cc1coc2c1c(=O)oc1c3ccccc3ccc21";"ED50";"'='";"4.0";"ug ml-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1068846";"Growth inhibition of human ZR-75-1 cells after 72 hrs by SRB assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"ZR-75-1";"None";"";"";"";"CHEMBL614393";"ZR-75-1";"Homo sapiens";"CELL-LINE";"CHEMBL1157575";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3307615";"";"";""
"CHEMBL608734";"";"None";"278.31";"0";"4.56";"46";"CCc1coc2c1c(=O)oc1c3cccc(C)c3ccc21";"ED50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL1068846";"Growth inhibition of human ZR-75-1 cells after 72 hrs by SRB assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"ZR-75-1";"None";"";"";"";"CHEMBL614393";"ZR-75-1";"Homo sapiens";"CELL-LINE";"CHEMBL1157575";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3307615";"";"";""
"CHEMBL428647";"PACLITAXEL";"4.0";"853.92";"2";"3.74";"SID418145";"CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O";"Log IC50";"'='";"-7.3";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL826855";"In vitro cytotoxic activity against human ZR-75-1 cancer cell lines after 3 days of culture";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"ZR-75-1";"None";"";"";"";"CHEMBL614393";"ZR-75-1";"Homo sapiens";"CELL-LINE";"CHEMBL1144441";"1";"Scientific Literature";"J Med Chem";"2005";"CHEMBL3307615";"";"";""
"CHEMBL374407";"";"None";"250.25";"0";"4.00";"16";"Cc1coc2c1c(=O)oc1c3ccccc3ccc21";"ED50";"'='";"4.0";"ug ml-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL871076";"Cytotoxicity against human ZR-75-1 cells expressing ER";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"ZR-75-1";"None";"";"";"";"CHEMBL614393";"ZR-75-1";"Homo sapiens";"CELL-LINE";"CHEMBL1146885";"1";"Scientific Literature";"J Med Chem";"2006";"CHEMBL3307615";"";"";""
"CHEMBL599044";"";"None";"280.32";"0";"4.00";"55";"CCc1cccc2c1ccc1c3c(c(=O)oc12)C(C)CO3";"ED50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL1068846";"Growth inhibition of human ZR-75-1 cells after 72 hrs by SRB assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"ZR-75-1";"None";"";"";"";"CHEMBL614393";"ZR-75-1";"Homo sapiens";"CELL-LINE";"CHEMBL1157575";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3307615";"";"";""
"CHEMBL90555";"VINCRISTINE";"4.0";"824.97";"2";"3.52";"vincristrine";"CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1";"IC50";"'='";"40.0";"nM";"7.40";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL890273";"Cytotoxicity against human ZR751cells by SRB microtiter plate assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"ZR-75-1";"None";"";"";"";"CHEMBL614393";"ZR-75-1";"Homo sapiens";"CELL-LINE";"CHEMBL1145456";"1";"Scientific Literature";"J Med Chem";"2007";"CHEMBL3307615";"";"";""
"CHEMBL444765";"";"None";"387.36";"1";"5.98";"17";"C[C@](Cl)(/C=C/Br)[C@@H](Cl)/C=C/C(=C\Cl)C(Cl)Cl";"IC50";"'>'";"25.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL978512";"Cytotoxicity against human ZR-75-1 cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"ZR-75-1";"None";"";"";"";"CHEMBL614393";"ZR-75-1";"Homo sapiens";"CELL-LINE";"CHEMBL1142640";"1";"Scientific Literature";"J Nat Prod";"2000";"CHEMBL3307615";"";"";""
"CHEMBL1765693";"";"None";"702.91";"2";"6.04";"4c";"COc1cc2c(cc1OCCCN1CCN(CCCOc3ccc4c(c3)CC[C@@H]3[C@@H]4CC[C@]4(C)[C@@H](O)CC[C@@H]34)CC1)N=C[C@@H]1C[C@@H](F)CN1C2=O";"GI50";"'<'";"100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1768548";"Cytotoxicity against human ZR-75-1 cells by sulforhodamine B method";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"ZR-75-1";"None";"";"";"";"CHEMBL614393";"ZR-75-1";"Homo sapiens";"CELL-LINE";"CHEMBL1765029";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"CHEMBL3307615";"";"";""
"CHEMBL512945";"BUPHANISINE";"None";"285.34";"0";"2.22";"3";"CO[C@H]1C=C[C@@]23CCN(Cc4cc5c(cc42)OCO5)[C@@H]3C1";"ED50";"'>'";"20.0";"ug ml-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1006114";"Cytotoxicity against human ZR-75-1 cells after 3 days by sulforhodamine B assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"ZR-75-1";"None";"";"";"";"CHEMBL614393";"ZR-75-1";"Homo sapiens";"CELL-LINE";"CHEMBL1148188";"1";"Scientific Literature";"J Nat Prod";"1993";"CHEMBL3307615";"";"";""
"CHEMBL465820";"";"None";"317.34";"0";"0.68";"(-)-Haemanthidine";"CO[C@@H]1C=C[C@@]23c4cc5c(cc4[C@H](O)N(C[C@@H]2O)[C@H]3C1)OCO5";"ED50";"'='";"2.6";"ug ml-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL963500";"Cytotoxicity against human ZR-75-1 cells after 3 days by sulforhodamine B assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"ZR-75-1";"None";"";"";"";"CHEMBL614393";"ZR-75-1";"Homo sapiens";"CELL-LINE";"CHEMBL1147362";"1";"Scientific Literature";"J Nat Prod";"1993";"CHEMBL3307615";"";"";""
"CHEMBL1669199";"";"None";"353.46";"0";"4.72";"8";"O=C(/C=C/C=C/CCCC/C=C/c1ccc2c(c1)OCO2)N1CCCC1";"IC50";"'='";"40600.0";"nM";"4.39";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3387213";"Antiproliferative activity against human ZR-75-1 cells after 3 days by SRB assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"ZR-75-1";"None";"";"";"";"CHEMBL614393";"ZR-75-1";"Homo sapiens";"CELL-LINE";"CHEMBL3351746";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"CHEMBL3307615";"";"";""
"CHEMBL1669574";"";"None";"355.48";"0";"4.95";"11";"O=C(CC/C=C/CCCC/C=C/c1ccc2c(c1)OCO2)N1CCCC1";"IC50";"'>'";"40000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3387213";"Antiproliferative activity against human ZR-75-1 cells after 3 days by SRB assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"ZR-75-1";"None";"";"";"";"CHEMBL614393";"ZR-75-1";"Homo sapiens";"CELL-LINE";"CHEMBL3351746";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"CHEMBL3307615";"";"";""
"CHEMBL3338741";"";"None";"357.45";"0";"3.85";"40";"COc1cc(/C=C/C=C/C=C/C(=O)N2CCCCC2)cc(OC)c1OC";"IC50";"'>'";"40000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3387213";"Antiproliferative activity against human ZR-75-1 cells after 3 days by SRB assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"ZR-75-1";"None";"";"";"";"CHEMBL614393";"ZR-75-1";"Homo sapiens";"CELL-LINE";"CHEMBL3351746";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"CHEMBL3307615";"";"";""
"CHEMBL1669582";"";"None";"275.30";"0";"2.48";"20";"COc1cc(CCC(=O)n2cccc2)cc(OC)c1O";"IC50";"'>'";"40000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3387213";"Antiproliferative activity against human ZR-75-1 cells after 3 days by SRB assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"ZR-75-1";"None";"";"";"";"CHEMBL614393";"ZR-75-1";"Homo sapiens";"CELL-LINE";"CHEMBL3351746";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"CHEMBL3307615";"";"";""
"CHEMBL513124";"";"None";"324.38";"0";"4.77";"4";"CCc1cccc2c(OC)c(-c3occ(C)c3C(=O)OC)ccc12";"ED50";"'='";"1.3";"ug ml-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1648219";"Cytotoxicity against human ZR-75-1 cells after 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"ZR-75-1";"None";"";"";"";"CHEMBL614393";"ZR-75-1";"Homo sapiens";"CELL-LINE";"CHEMBL1641375";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3307615";"";"";""
"CHEMBL1643922";"";"None";"338.40";"1";"5.16";"7";"CCOC(=O)c1c(C)coc1-c1ccc2c(CC)cccc2c1OC";"ED50";"'='";"3.9";"ug ml-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1648219";"Cytotoxicity against human ZR-75-1 cells after 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"ZR-75-1";"None";"";"";"";"CHEMBL614393";"ZR-75-1";"Homo sapiens";"CELL-LINE";"CHEMBL1641375";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3307615";"";"";""
"CHEMBL466209";"";"None";"298.29";"0";"3.82";"21";"COc1cccc2c(O)c(-c3occ(C)c3C(=O)O)ccc12";"Ratio ED50";"'='";"33.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL995422";"Selectivity ratio of ED50 for human MCF7 cells expressing estrogen receptor to ED50 for human ZR-75-1 cells expressing estrogen receptor and HER2";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"ZR-75-1";"None";"";"";"";"CHEMBL614393";"ZR-75-1";"Homo sapiens";"CELL-LINE";"CHEMBL1136922";"1";"Scientific Literature";"J Med Chem";"2009";"CHEMBL3307615";"";"";""
"CHEMBL257093";"";"None";"485.50";"1";"2.04";"4b";"COC(=O)c1nnn(CCCCOc2cc3c(cc2OC)C(=O)N2CCC[C@H]2C=N3)c1C(=O)OC";"GI50";"'='";"2120.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL932873";"Growth inhibition of human Zr-75-1 cells by SRB method";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"ZR-75-1";"None";"";"";"";"CHEMBL614393";"ZR-75-1";"Homo sapiens";"CELL-LINE";"CHEMBL1143216";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3307615";"";"";""
"CHEMBL1958473";"";"None";"757.64";"3";"5.47";"15a";"COc1cc([C@@H]2c3cc4c(cc3[C@@H](NC(=O)c3ccc(NS(=O)(=O)c5ccc(Br)s5)cc3)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC";"GI50";"'='";"2900.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1959269";"Growth inhibition of human ZR-75-1 cells after 48 hrs by sulforhodamine B assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"ZR-75-1";"None";"";"";"";"CHEMBL614393";"ZR-75-1";"Homo sapiens";"CELL-LINE";"CHEMBL1955829";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"CHEMBL3307615";"";"";""
"CHEMBL1958478";"";"None";"764.81";"3";"6.44";"15f";"COc1cc([C@@H]2c3cc4c(cc3[C@@H](NC(=O)c3ccc(NS(=O)(=O)c5ccc(Oc6ccccc6)cc5)cc3)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC";"GI50";"'='";"2900.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1959269";"Growth inhibition of human ZR-75-1 cells after 48 hrs by sulforhodamine B assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"ZR-75-1";"None";"";"";"";"CHEMBL614393";"ZR-75-1";"Homo sapiens";"CELL-LINE";"CHEMBL1955829";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"CHEMBL3307615";"";"";""
"CHEMBL1240657";"";"None";"1095.30";"None";"None";"6d";"COc1cc(/C=C/C(=O)N2CCN(C(=O)/C=C/c3ccc(OCCCCCCOc4cc5c(cc4OC)C(=O)N4CCC[C@H]4C=N5)c(OC)c3)CC2)ccc1OCCCCCCOc1cc2c(cc1OC)C(=O)N1CCC[C@H]1C=N2";"GI50";"'='";"210.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1246911";"Cytotoxicity against human ZR-75-1 cells after 48 hrs by SRB assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"ZR-75-1";"None";"";"";"";"CHEMBL614393";"ZR-75-1";"Homo sapiens";"CELL-LINE";"CHEMBL1240420";"1";"Scientific Literature";"Eur J Med Chem";"2010";"CHEMBL3307615";"";"";""
"CHEMBL107";"COLCHICINE";"4.0";"399.44";"0";"2.87";"Colchicine";"COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2";"IC50";"'='";"522.0";"nM";"6.28";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL907933";"Cytotoxicity against ZR-75-1 cell line";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"ZR-75-1";"None";"";"";"";"CHEMBL614393";"ZR-75-1";"Homo sapiens";"CELL-LINE";"CHEMBL1141374";"1";"Scientific Literature";"J Med Chem";"2007";"CHEMBL3307615";"";"";""
"CHEMBL502427";"PHYSALIN D";"None";"544.55";"2";"-0.28";"10";"C[C@@]12C[C@H]3OC(=O)[C@@H]1CO[C@@]14O[C@]5([C@H]2C1=O)[C@@](O)(CC[C@H]1[C@H]4C[C@@H](O)[C@@]2(O)CC=CC(=O)[C@]12C)C(=O)O[C@@]35C";"EC50";"'='";"0.4";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL890220";"Antitumor activity against human ZR751 cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"ZR-75-1";"None";"";"";"";"CHEMBL614393";"ZR-75-1";"Homo sapiens";"CELL-LINE";"CHEMBL1145449";"1";"Scientific Literature";"J Nat Prod";"2007";"CHEMBL3307615";"";"";""
